rule_a,rule_b,class_pair,label,period,shift,residual,residual_unshifted,mean_hamming,std_hamming,mean_hamming_after_burn_in,domination,dominant_rule,rule_share_a,rule_share_b,settle,settled_at,late_label,late_period,domination_occupancy,decisive_frac,decisive_share_a,settle_raw,arm_flip_rate,freeze_gen,ta_confidence,arm_walls_initial,arm_walls_final,same_arm_as_initial,occupancy_check,plot_path,lag_plot_path,metrics_path
168,12,I_x_II,fixed,1,0,0.0,0.0,0.00127363184079602,0.015769232584986435,0.0,neutral,,0.6218905472636815,0.3781094527363184,early,50,fixed,1,coexist,0.0,,early,0.0,12,1.0,104,106,0.9104477611940298,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule12/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule12/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule12/metrics.json
168,13,I_x_II,cycle,4,0,2.1210230918211945e-16,0.0,0.13044776119402984,0.013467432874310301,0.1293532338308458,coexist,,0.7512437810945274,0.24875621890547264,early,50,cycle,4,coexist,0.7661691542288557,0.827922077922078,early,0.0,37,0.9402985074626866,104,82,0.7810945273631841,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule13/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule13/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule13/metrics.json
168,14,I_x_II,fixed,1,0,0.0,0.0,0.00208955223880597,0.020478907655703284,0.0,neutral,,0.6666666666666666,0.3333333333333333,early,50,fixed,1,coexist,0.0,,early,0.0,16,1.0,104,90,0.8756218905472637,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule14/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule14/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule14/metrics.json
168,15,I_x_II,cycle,4,0,3.535038486368658e-16,0.0,0.15819900497512437,0.01722944976657494,0.15671641791044774,coexist,,0.7213930348258707,0.27860696517412936,early,50,cycle,4,coexist,0.7786069651741293,0.8338658146964856,early,0.0,37,0.9624101713653953,104,70,0.8109452736318408,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule15/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule15/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule15/metrics.json
168,19,I_x_II,cycle,2,0,2.1210230918211945e-16,0.0,0.5280000000000002,0.00652408606000439,0.5273631840796021,coexist,,0.48258706467661694,0.5174129353233831,early,50,cycle,2,coexist,0.8656716417910447,0.5574712643678161,early,0.01990049751243781,500,0.9170812603648426,104,86,0.9253731343283582,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule19/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule19/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule19/metrics.json
168,23,I_x_II,cycle,4,0,0.0,0.0,0.4614726368159205,0.01843111626787776,0.4601990049751245,coexist,,0.5323383084577115,0.46766169154228854,early,50,cycle,4,coexist,0.931592039800995,0.5554072096128171,early,0.009950248756218905,500,0.9391929242675513,104,78,0.9054726368159204,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule23/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule23/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule23/metrics.json
168,24,I_x_II,fixed,1,0,0.0,0.0,0.002626865671641791,0.02774193593694332,0.0,neutral,,0.5373134328358209,0.4626865671641791,early,50,fixed,1,coexist,0.0,,early,0.0,4,1.0,104,106,0.9850746268656716,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule24/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule24/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule24/metrics.json
168,25,I_x_II,cycle,16,0,7.070076972737315e-17,0.0,0.3694228855721393,0.01111746507760375,0.3681592039800995,coexist,,0.5373134328358209,0.4626865671641791,early,50,cycle,16,coexist,0.6186069651741294,0.6889979089593051,early,0.0,7,0.9386346047540077,104,98,0.9751243781094527,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule25/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule25/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule25/metrics.json
168,26,I_x_II,cycle,2,0,7.070076972737315e-17,0.0,0.08389054726368159,0.030801989471173654,0.07960199004975121,coexist,,0.5323383084577115,0.46766169154228854,early,50,cycle,2,coexist,0.07213930348258707,0.4827586206896552,early,0.009950248756218905,500,0.9698728579325595,104,104,0.9751243781094527,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule26/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule26/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule26/metrics.json
168,27,I_x_II,cycle,12,0,2.828030789094926e-16,0.0,0.4269253731343284,0.01660876256038609,0.425360696517413,coexist,,0.5099502487562189,0.4900497512437811,early,50,cycle,12,coexist,0.7483582089552239,0.670921420023933,early,0.004975124378109453,500,0.9043007186290769,104,88,0.9353233830845771,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule27/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule27/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule27/metrics.json
168,28,I_x_II,cycle,6,0,7.070076972737315e-17,0.0,0.10027860696517411,0.01708987015136598,0.09784825870646767,coexist,,0.6417910447761194,0.3582089552238806,early,50,cycle,6,coexist,0.1417910447761194,0.4207017543859649,early,0.0,28,0.9813875069098951,104,104,0.8805970149253731,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule28/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule28/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule28/metrics.json
168,29,I_x_II,cycle,12,0,0.0,0.0,0.16349253731343286,0.022193157151493396,0.16087064676616916,coexist,,0.7064676616915423,0.2935323383084577,early,50,cycle,12,coexist,0.7882089552238806,0.8026257653222243,early,0.0,39,0.9398231066887783,104,80,0.8059701492537313,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule29/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule29/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule29/metrics.json
168,33,I_x_II,cycle,12,0,7.070076972737315e-17,0.0,0.4315820895522388,0.014257439195436665,0.4311940298507463,coexist,,0.5522388059701493,0.44776119402985076,early,50,cycle,12,coexist,0.6359701492537313,0.521473832433701,early,0.0,14,0.9559148700939747,104,92,0.9601990049751243,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule33/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule33/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule33/metrics.json
168,34,I_x_II,fixed,1,0,0.0,0.0,0.003880597014925373,0.03655941299376336,0.0,neutral,,0.5621890547263682,0.43781094527363185,early,50,fixed,1,coexist,0.0,,early,0.0,10,1.0,104,102,0.9701492537313433,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule34/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule34/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule34/metrics.json
168,35,I_x_II,cycle,2,0,2.1210230918211945e-16,0.0,0.4338109452736318,0.0118462130674952,0.4328358208955224,coexist,,0.5671641791044776,0.43283582089552236,early,50,cycle,2,coexist,0.7611940298507462,0.5882352941176471,early,0.0,12,0.9524599226091763,104,96,0.9651741293532339,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule35/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule35/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule35/metrics.json
168,36,I_x_II,fixed,1,0,0.0,0.0,0.0020099502487562187,0.024680219605410576,0.0,neutral,,0.5621890547263682,0.43781094527363185,early,50,fixed,1,coexist,0.0,,early,0.0,9,1.0,104,100,0.9701492537313433,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule36/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule36/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule36/metrics.json
168,37,I_x_II,near_cycle,4,0,0.059601238141784856,0.05960123814178478,0.196228855721393,0.028449115008184214,0.18812189054726372,coexist,,0.7711442786069652,0.22885572139303484,early,100,near_cycle,4,coexist,0.8313930348258707,0.8096463407336485,early,0.0,97,0.9808899944720841,104,50,0.7611940298507462,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule37/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule37/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule37/metrics.json
168,38,I_x_II,fixed,1,0,0.0,0.0,0.0029850746268656717,0.030490653623969282,0.0,neutral,,0.5920398009950248,0.4079601990049751,early,50,fixed,1,coexist,0.0,,early,0.0,14,1.0,104,94,0.9402985074626866,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule38/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule38/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule38/metrics.json
168,42,I_x_II,fixed,1,0,0.0,0.0,0.004736318407960198,0.03580212885961426,0.0,neutral,,0.5621890547263682,0.43781094527363185,early,50,fixed,1,coexist,0.0,,early,0.0,15,1.0,104,104,0.9502487562189055,0.0,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule42/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule42/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_majority/I_x_II/rule168_vs_rule42/metrics.json
