rule_a,rule_b,class_pair,label,period,shift,residual,residual_unshifted,mean_hamming,std_hamming,mean_hamming_after_burn_in,domination,dominant_rule,rule_share_a,rule_share_b,settle,settled_at,late_label,late_period,plot_path,lag_plot_path,metrics_path
40,74,I_x_II,fixed,1,0,0.0,0.0,0.003243781094527363,0.02540087060748368,0.0,coexist,,0.5,0.5,early,50,fixed,1,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule74/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule74/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule74/metrics.json
40,76,I_x_II,cycle,2,0,7.070076972737315e-17,0.0,0.011164179104477612,0.016201241793076603,0.009950248756218902,coexist,,0.44527363184079605,0.554726368159204,early,50,cycle,2,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule76/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule76/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule76/metrics.json
40,77,I_x_II,cycle,4,0,0.0,0.0,0.1355223880597015,0.01801682065705408,0.13432835820895522,coexist,,0.2922885572139303,0.7077114427860697,early,50,cycle,4,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule77/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule77/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule77/metrics.json
40,78,I_x_II,cycle,24,0,7.070076972737315e-17,0.0,0.21070646766169154,0.03000131842024277,0.21222636815920395,coexist,,0.3206965174129353,0.6793034825870646,early,100,cycle,24,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule78/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule78/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule78/metrics.json
40,94,I_x_II,near_cycle,12,0,0.15706812978807766,0.1570681297880776,0.4583781094527363,0.04412350384987912,0.4645398009950249,coexist,,0.48308457711442787,0.5169154228855721,late,300,near_cycle,12,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule94/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule94/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule94/metrics.json
40,104,I_x_II,fixed,1,0,0.0,0.0,0.0019900497512437814,0.0251369359286783,0.0,coexist,,0.5,0.5,early,50,fixed,1,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule104/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule104/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule104/metrics.json
40,108,I_x_II,cycle,2,0,7.070076972737315e-17,0.0,0.01649751243781094,0.021096019847699213,0.014925373134328354,coexist,,0.44776119402985076,0.5522388059701493,early,50,cycle,2,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule108/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule108/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule108/metrics.json
40,130,I_x_II,fixed,1,0,0.0,0.0,0.001890547263681592,0.024839575873811772,0.0,coexist,,0.5,0.5,early,50,fixed,1,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule130/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule130/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule130/metrics.json
40,132,I_x_II,fixed,1,0,7.070076972737315e-17,0.0,0.0011940298507462685,0.01859552152952229,0.0,coexist,,0.48009950248756217,0.5199004975124378,early,50,fixed,1,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule132/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule132/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule132/metrics.json
40,134,I_x_II,near_cycle,1,1,0.022985074626865908,0.04666666666666667,0.04822885572139303,0.020907580032118386,0.04666666666666666,coexist,,0.49656716417910446,0.5034328358208955,early,50,near_cycle,1,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule134/hamming_distance.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule134/lag_hamming.png,/Users/amrkandil/github_repos/thesis/Distributed-Tsetlin-Machines/experiments/results_minority/I_x_II/rule40_vs_rule134/metrics.json
